,DateTime,Data Source,Value,Alias
1805,8/22/2021 2:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,149.2,
1812,8/22/2021 3:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,378.7,
1819,8/22/2021 3:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,378.68,
1826,8/22/2021 3:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,378.45,
1833,8/22/2021 3:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,378.28,
1840,8/22/2021 4:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.38,
1847,8/22/2021 4:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.22,
1854,8/22/2021 4:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.32,
1861,8/22/2021 4:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.31,
1868,8/22/2021 5:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.31,
1875,8/22/2021 5:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.34,
1883,8/22/2021 5:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.34,
1889,8/22/2021 5:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.43,
1896,8/22/2021 6:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.43,
1903,8/22/2021 6:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.41,
1910,8/22/2021 6:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.47,
1917,8/22/2021 6:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.56,
1924,8/22/2021 7:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.57,
1931,8/22/2021 7:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.57,
1938,8/22/2021 7:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.57,
1945,8/22/2021 7:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.52,
1953,8/22/2021 8:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,365.74,
1959,8/22/2021 8:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.85,
1966,8/22/2021 8:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.82,
1974,8/22/2021 8:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.82,
1980,8/22/2021 9:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.88,
1987,8/22/2021 9:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.84,
1994,8/22/2021 9:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.79,
2001,8/22/2021 9:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.79,
2008,8/22/2021 10:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.79,
2015,8/22/2021 10:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.78,
2022,8/22/2021 10:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.78,
2029,8/22/2021 10:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.78,
2036,8/22/2021 11:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.79,
2043,8/22/2021 11:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,389.23,
2050,8/22/2021 11:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.12,
2058,8/22/2021 11:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.22,
2064,8/23/2021 12:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.06,
2071,8/23/2021 12:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,380.02,
2078,8/23/2021 12:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.1,
2085,8/23/2021 12:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.26,
2092,8/23/2021 1:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.16,
2099,8/23/2021 1:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,380.06,
2107,8/23/2021 1:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.19,
2114,8/23/2021 1:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.19,
2121,8/23/2021 2:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,380.15,
2128,8/23/2021 2:00:01 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,-1.0,
2135,8/23/2021 2:14:59 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.19,
2142,8/23/2021 2:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.41,
2149,8/23/2021 2:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.35,
2156,8/23/2021 3:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.24,
2163,8/23/2021 3:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.69,
2170,8/23/2021 3:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.64,
2178,8/23/2021 3:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.58,
2184,8/23/2021 4:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.58,
2191,8/23/2021 4:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.79,
2198,8/23/2021 4:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.75,
2205,8/23/2021 4:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.61,
2212,8/23/2021 5:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.33,
2219,8/23/2021 5:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,377.56,
2226,8/23/2021 5:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.55,
2233,8/23/2021 5:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.66,
2240,8/23/2021 6:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.81,
2247,8/23/2021 6:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.91,
2254,8/23/2021 6:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.89,
2262,8/23/2021 6:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.73,
2268,8/23/2021 7:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.88,
2275,8/23/2021 7:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.8,
2282,8/23/2021 7:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.72,
2289,8/23/2021 7:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.59,
2296,8/23/2021 8:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.64,
2304,8/23/2021 8:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.39,
2310,8/23/2021 8:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,371.36,
2318,8/23/2021 8:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.13,
2324,8/23/2021 9:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,374.17,
2331,8/23/2021 9:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,365.12,
2338,8/23/2021 9:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,376.45,
2345,8/23/2021 9:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,376.23,
2352,8/23/2021 10:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,379.12,
2359,8/23/2021 10:15:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,370.11,
2366,8/23/2021 10:23:27 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,-1.0,
2373,8/23/2021 10:24:07 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,0.0,
2375,8/23/2021 10:24:07 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,0.0,
2384,8/23/2021 10:24:07 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,1.0,
2392,8/23/2021 10:24:12 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,0.0,
2395,8/23/2021 10:24:12 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,0.0,
2398,8/23/2021 10:24:12 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,0.0,
2411,8/23/2021 10:24:12 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,1.0,
2420,8/23/2021 10:24:13 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,1.0,
2427,8/23/2021 10:29:59 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,367.42,
2434,8/23/2021 10:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,370.21,
2441,8/23/2021 11:00:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.43,
2448,8/23/2021 11:15:02 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,381.22,
2455,8/23/2021 11:30:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.73,
2462,8/23/2021 11:45:00 AM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.73,
2469,8/23/2021 12:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.71,
2477,8/23/2021 12:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.8,
2484,8/23/2021 12:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.76,
2490,8/23/2021 12:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.92,
2497,8/23/2021 1:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.92,
2504,8/23/2021 1:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.83,
2511,8/23/2021 1:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.78,
2518,8/23/2021 1:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.78,
2525,8/23/2021 2:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.79,
2532,8/23/2021 2:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.81,
2539,8/23/2021 2:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.96,
2546,8/23/2021 2:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.69,
2553,8/23/2021 3:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.67,
2561,8/23/2021 3:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.77,
2568,8/23/2021 3:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.83,
2575,8/23/2021 3:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.74,
2583,8/23/2021 4:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.86,
2589,8/23/2021 4:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.86,
2597,8/23/2021 4:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.98,
2603,8/23/2021 4:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.97,
2610,8/23/2021 5:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.94,
2617,8/23/2021 5:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.99,
2624,8/23/2021 5:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,373.02,
2631,8/23/2021 5:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,375.88,
2638,8/23/2021 6:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,376.05,
2645,8/23/2021 6:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,376.18,
2652,8/23/2021 6:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,376.11,
2659,8/23/2021 6:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,373.12,
2666,8/23/2021 7:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,373.07,
2673,8/23/2021 7:15:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.99,
2680,8/23/2021 7:30:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.98,
2687,8/23/2021 7:45:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.91,
2694,8/23/2021 8:00:00 PM,System1.Management View:Project.Field Networks.MAIN_BUILDING.Hardware.AHU4 PANEL.FLN 1.FOOD SERVICE.VAV-4-14A (221) AIR VOLUME 3.Present Value,372.96,
